rest_name,tdidf
anjappar-chettinad-indian-restaurant-milpitas,1.2694042059067026
tirupathi-bhimas-milpitas,1.212414470679534
aachi-aappakadai-sunnyvale,1.1280945011810848
dosateria-cupertino,1.004413171280717
chennai-grill-sunnyvale,0.9002172716524041
swathi-tiffins-sunnyvale,0.8597942515967318
himalayan-kitchen-mountain-view,0.677815377361458
mayuri-indian-cuisine-santa-clara,0.5025855923961963
sris-kitchen-san-jose,0.43506621215159536
pesarattu-santa-clara,0.43237368773656776
kings-of-punjab-sunnyvale-2,0.3218199092330106
swagat-indian-cuisine-milpitas,0.27248877804711413
india-chaat-cuisine-sunnyvale,0.2683095301577702
gojo-ethiopian-restaurant-san-jose-2,0.14138715714437844
amber-india-restaurant-san-jose,0.13574487654046263
zeni-ethiopian-restaurant-san-jose,0.13299946632882087
bawarchi-sunnyvale-4,0.12552148839351318
gulzaar-halal-restaurant-and-catering-san-jose-7,0.1037391448694268
rasams-sunnyvale-2,0.09320568773905619
biryaniz-milpitas,0.07345934395966644
shalimar-restaurant-sunnyvale-sunnyvale-2,0.06463936255072594
tandoori-oven-san-jose-2,0.04521577209919252
walia-ethiopian-cuisine-san-jose,0.04324987794684179
peacock-indian-cuisine-santa-clara-3,0.03205181856412516
milan-sweet-center-milpitas,0.020570094387287442
bombay-to-goa-sunnyvale,0.012341607881872996
the-mynt-san-jose,0.011664986706628877
kabab-and-currys-santa-clara,0.01121817989683016
red-chillies-milpitas-2,0.009072245993993101
lakshmi-bazaar-san-jose,0.008472694392640978
shah-restaurant-sunnyvale,0.008303206385991668
deedees-santa-clara,0.007470452220767809
chaats-and-currys-sunnyvale-6,0.0067551574628986755
aqui-cal-mex-cupertino-3,0.006283751391600978
treatbot-the-karaoke-ice-cream-truck-san-jose-3,0.005251534899717636
tayyibaat-meat-and-grill-milpitas-4,0.005049621608858956
madras-cafe-sunnyvale,25.792598455563134
ananda-bhavan-sunnyvale,11.02895722658577
ulavacharu-sunnyvale-2,7.313002890587996
amaravathi-indian-pure-vegetarian-restaurant-sunnyvale-2,6.261137018368664
saravanaa-bhavan-sunnyvale-2,5.866186533334696
indian-street-cafe-sunnyvale,5.400838052981891
madurai-idli-kadai-sunnyvale,4.931045531043611
sangeetha-sunnyvale-2,3.7909902609260007
anjappar-chettinad-indian-restaurant-milpitas,2.7704640058386025
bangalore-cafe-santa-clara,2.7423409568228867
chennai-kings-express-san-jose,2.3694700219427993
komala-vilas-sunnyvale,1.9018909995313447
himalayan-kitchen-mountain-view,1.2942044027636321
dosateria-cupertino,1.2937903554926042
tirupathi-bhimas-milpitas,1.247957614667422
chennai-grill-sunnyvale,1.1683080691252112
aachi-aappakadai-sunnyvale,1.148701779875149
gulzaar-halal-restaurant-and-catering-san-jose-7,0.8
sris-kitchen-san-jose,0.7793770499994415
swathi-tiffins-sunnyvale,0.7470783681321391
